question,optionA,optionB,optionC,optionD,answer,,,,,,,,,,,,,topic_chapter,topic_confidence,all_topics,matched_keywords,topic_section_id,topic_section_title,topic_section_confidence,all_sections,matched_section_keywords
Say that someone’s body temperature is measured by four different devices and the resulting four measurements are given below. Which reading has an abso- lute error of ± 0.05 °C?,38 °C,37.8 °C,37.85 °C,37.855 °C,B,,,,,,,,,,,,,Chapter 1 - Chemicals,0.997,Chapter 1 - Chemicals,"and, are, below., bodi, by, c, different, is, of, s, the",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),1.000,chapter_1::1_2_elements_and_atoms_heads_up,"and, are, below., bodi, by, c, is, of, the"
"On a clinical thermometer where the smallest scale interval is 0.1 °C, a person’s temperature is measured to be 37.7 °C. Which of the listed temperatures could NOT be the person’s true temperature?",37.72 °C,37.76 °C,37.67 °C,37.685 °C,B,,,,,,,,,,,,,Chapter 1 - Chemicals,0.999,Chapter 1 - Chemicals,"a, c, is, list, of, s, the, to",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),1.000,chapter_1::1_2_elements_and_atoms_heads_up; chapter_2::2_5_the_animal_kingdom_heads_up; chapter_2::2_6_the_classification_of_vertebrates_heads_up,"a, c, is, list, of, the"
"Given that the atomic mass of nitrogen is 14 and of hydrogen is 1, what is the mass in grams of one mole of ammonia (NH 3)?",15,16,17,18,C,,,,,,,,,,,,,Chapter 1 - Chemicals,1.000,Chapter 1 - Chemicals,"1, 3, and, hydrogen, in, is, of, the",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),1.000,chapter_1::1_2_elements_and_atoms_heads_up; chapter_9::9_x_control_of_breathing_heads_up; chapter_9::9_3_diffusion_transport_of_oxygen_heads_up; chapter_2::2_6_the_classification_of_vertebrates_heads_up,"1, and, in, is, of, the"
"Choose the ending that will correctly complete the sentence: When atoms of a metal element and atoms of a non-metal element react, the result is",a covalent compound consisting of molecules,a covalent compound consisting of ions,an ionic compound consisting of ions in a lattice,an ionic compound consisting of molecules in a lattice,C,,,,,,,,,,,,,Chapter 1 - Chemicals,1.000,Chapter 1 - Chemicals,"a, and, and atom, atom, atom of, element, element and, element and atom, is, of, the, when, when atom, when atom of",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),1.000,chapter_1::1_2_elements_and_atoms_heads_up,"a, and, and atom, atom, element, element and, element and atom, is, of, the"
"Some atoms of potassium, K contain 19 protons and 20 neutrons in their nuclei. What is the correct symbol for these atoms?",20 19K,19 20K,39 19K,20 39K,C,,,,,,,,,,,,,Chapter 1 - Chemicals,1.000,Chapter 1 - Chemicals,"20, and, atom, atom of, contain, for, in, is, of, some, symbol, the, their",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),1.000,chapter_1::1_2_elements_and_atoms_heads_up,"and, atom, for, in, is, of, symbol, the"
The chemical elements can be divided into metal elements and non-metal ele- ments. Which of the statements about metals and non-metals is correct?,metals lose electrons to become charged particles called cations,most of the elements are non-metals.,non-metals are located at the left hand side of the periodic table,metals have low melting points and are good conductors of heat,A,,,,,,,,,,,,,Chapter 1 - Chemicals,0.999,Chapter 1 - Chemicals,"and, chemical, divid, divid into, element, element and, into, is, of, the",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),1.000,chapter_1::1_2_elements_and_atoms_heads_up,"and, chemical, element, element and, is, of, the"
"24 of the chemical elements are essential to the human body. Four bulk ele-ments, 7 are macrominerals and 13 are trace elements. Which are the four bulk elements?","calcium, carbon, hydrogen & oxygen","nitrogen, carbon, hydrogen & oxygen","calcium, nitrogen, carbon & oxygen","carbon, oxygen, phosphorus & iron",B,,,,,,,,,,,,,Chapter 1 - Chemicals,1.000,Chapter 1 - Chemicals,"and, are, are the, chemical, element, element are, essential, of, the, to",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),1.000,chapter_1::1_2_elements_and_atoms_heads_up; chapter_2::2_5_the_animal_kingdom_heads_up,"and, are, are the, chemical, element, element are, of, the"
"A certain pure substance, A, when heated is changed into two quite different pure substances, C and D. Which of the following statements must be true?",A is a compound.,C and D are not elements.,"A, C and D are all compounds.","Which of the following statements must be true? A. A is a compound. B. C and D are not elements. C. A, C and D are all compounds. D. C and D are elements.",A,,,,,,,,,,,,,Chapter 1 - Chemicals,0.999,Chapter 1 - Chemicals,"a, and, c, different, into, is, of, substance, the, two, when",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),1.000,chapter_1::1_2_elements_and_atoms_heads_up,"a, and, c, is, of, substance, the"
What is the atomic number of the element occupying Group V A and Period 4 of the Periodic Table?,33,34,51,52,C,,,,,,,,,,,,,Chapter 1 - Chemicals,0.994,Chapter 1 - Chemicals; Chapter 16 - Endocrine System,"a, and, element, is, of, the",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),1.000,chapter_1::1_2_elements_and_atoms_heads_up; chapter_2::2_5_the_animal_kingdom_heads_up; chapter_2::2_6_the_classification_of_vertebrates_heads_up,"a, and, element, is, of, the"
"Some atoms of iodine, I, contain 53 protons and 78 neutrons in their nuclei. A correct symbol for these atoms would be:",53131I,5378I,78131I,7853I,A,,,,,,,,,,,,,Chapter 1 - Chemicals,0.999,Chapter 1 - Chemicals,"a, and, atom, atom of, contain, for, in, of, some, symbol, their",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),1.000,chapter_1::1_2_elements_and_atoms_heads_up,"a, and, atom, for, in, of, symbol"
The diagrams below display the covalent bonds present in a series of simple molecules. In which case is the number of bonds surrounding an atom in the diagrams below INCORRECT?,"Carbon dioxide, O – C – O","carbon tetrachloride, CI CI CICI CI","ammonia, H HH N","water, H – O – H",A,,,,,,,,,,,,,Chapter 1 - Chemicals,0.999,Chapter 1 - Chemicals; Chapter 16 - Endocrine System,"a, atom, in, in the, is, of, the",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),1.000,chapter_1::1_2_elements_and_atoms_heads_up; chapter_2::2_6_the_classification_of_vertebrates_heads_up,"a, atom, in, is, of, the"
A solution of glucose is used for an infusion. Over a 3 hour period 250 ml of solution is used containing a total of 5 g of glucose. What is the concentration of the glucose solution used?,2 %,20 %,0.2 %,5 %,A,,,,,,,,,,,,,Chapter 1 - Chemicals,1.000,Chapter 1 - Chemicals,"3, a, contain, for, glucose, is, of, solution, the, us",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),1.000,chapter_1::1_2_elements_and_atoms_heads_up; chapter_9::9_x_control_of_breathing_heads_up; chapter_2::2_6_the_classification_of_vertebrates_heads_up; chapter_9::9_3_diffusion_transport_of_oxygen_heads_up; chapter_2::2_4_classification_of_living_organisms_heads_up,"a, for, is, of, the"
A common IV solution is the combination 0.18 % sodium chloride and 4 % glucose (also called “4 % and a fifth”). How many grams of each solute will be in a one litre bag?,0.18 g of sodium chloride and 4 g of glucose.,0.9 g of sodium chloride and 5 g of glucose,1.8 g of sodium chloride and 40 g of glucose,18 g of sodium chloride and 40 g of glucose,C,,,,,,,,,,,,,Chapter 1 - Chemicals,1.000,Chapter 1 - Chemicals,"., a, and, call, common, each, glucose, in, is, of, sodium, solution, the",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),1.000,chapter_1::1_2_elements_and_atoms_heads_up,"., a, and, common, each, in, is, of, sodium, the"
Fluid and electrolyte balance in the body is maintained by which of the following?,the hormone aldosterone,keeping accurate account of the patient’s fluid balance chart,the nephron of the kidney,the hypothalamus of the brain,C,,,,,,,,,,,,,Chapter 1 - Chemicals,1.000,Chapter 1 - Chemicals,"and, and electrolyte, bodi, by, electrolyte, in, in the, in the bodi, is, of, the, the bodi",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),1.000,chapter_1::1_2_elements_and_atoms_heads_up,"and, bodi, by, in, is, of, the"
"Consider a patient undergoing kidney dialysis, whose blood has bicarbonate at a concentration of 14 mmol/L and urea at 23 mmol/L. The dialysing liquid has bicarbonate at 32 mmol/L and urea at 0 mmol/L. In which direction will these substances flow? 4 Chemistry for Physiology 67","bicarbonate will flow from patient’s blood to dialysing liquid, urea will flow from patient’s blood into dialysing liquid.","bicarbonate will flow from dialysing liquid to patient’s blood, urea will flow from dialysing liquid into patient’s blood.","bicarbonate will flow from dialysing liquid to patient’s blood, urea will flow from patient’s blood into dialysing liquid.","bicarbonate will flow from patient’s blood to dialysing liquid, urea will flow from dialysing liquid to patient’s blood.",C,,,,,,,,,,,,,Chapter 1 - Chemicals,0.999,Chapter 1 - Chemicals; Chapter 10 - Lymphatic System,"a, and, at, for, in, liquid, of, substance, the",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),1.000,chapter_1::1_2_elements_and_atoms_heads_up; chapter_2::2_x_taxonomy_at_a_glance,"a, and, for, in, of, substance, the"
"The Na+/K+ ATPase pump in the plasma membrane moves Na out of the cell and K into the cell against their concentration gradient. Then Na reenters the cell and K leaks out of the cell, along their concentration gradients through their membrane channels. What is the movement of Na and K along their concentra-tion gradients called? 4 Chemistry for Physiology 69",Active transport,Diffusion,Facilitated diffusion,Osmosis,B,,,,,,,,,,,,,Chapter 1 - Chemicals,1.000,Chapter 1 - Chemicals,"and, call, cell, for, in, in the, into, is, na, of, the, their",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),1.000,chapter_1::1_2_elements_and_atoms_heads_up,"and, cell, for, in, is, na, of, the"
"Fructose is a sugar with a molecular formula C 6H12O6. Given that the atomic weights are: C = 12, H = 1 and O = 16, how many moles of fructose are there in 36 grams?",0.01 moles,"0.10 moles4.4 Tonicity, Moles and Osmoles 74",0.20 moles,0.50 moles,C,,,,,,,,,,,,,Chapter 1 - Chemicals,1.000,Chapter 1 - Chemicals,"1, a, and, are, c, formula, h, in, is, o, of, sugar, the, with",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),1.000,chapter_1::1_2_elements_and_atoms_heads_up,"1, a, and, are, c, in, is, o, of, the"
"Ribose is a sugar with molecular formula C 5H10O5. Given that the atomic weights are: C = 12, H = 1 and O = 16, how many moles of ribose are there in 3 grams?",0.01 moles,0.02 moles,0.05 moles,0.10 moles,B,,,,,,,,,,,,,Chapter 1 - Chemicals,1.000,Chapter 1 - Chemicals,"1, 3, a, and, are, c, formula, h, in, is, o, of, sugar, the, with",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),1.000,chapter_1::1_2_elements_and_atoms_heads_up,"1, a, and, are, c, in, is, o, of, the"
"A solution is prepared containing 2 % sodium chloride (Na+Cl−). Which of the following best describes the osmolarity of this solution? (Note : Na = 23, Cl = 35.5)",340 mosmol/L,680 mosmol/L,340 osmol/L,680 osmol/L,B,,,,,,,,,,,,,Chapter 1 - Chemicals,1.000,Chapter 1 - Chemicals,"., 2, REGEX:\b(co2|o2|h2o|na\+|k\+|ca2\+|hco3-|po4|so4)\b, a, contain, is, na, of, sodium, solution, the",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),1.000,chapter_1::1_2_elements_and_atoms_heads_up; chapter_2::2_6_the_classification_of_vertebrates_heads_up,"., REGEX:\b(co2|o2|h2o|na\+|k\+|ca2\+|hco3-|po4|so4)\b, a, is, na, of, sodium, the"
"The isotonic concentration for sodium chloride is 0.9 %, and for glucose is 5 %. Which of the following solutions is isotonic with the above solutions? A solu-tion containing:",5 % glucose and 0.25 % sodium chloride,0.9 % sodium chloride and 0.5 % glucose,2.5 % sodium chloride and 2.5 % glucose,4 % glucose and 0.18 % sodium chloride,D,,,,,,,,,,,,,Chapter 1 - Chemicals,1.000,Chapter 1 - Chemicals,"., a, and, contain, for, for sodium, glucose, is, of, sodium, solution, the, with",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),1.000,chapter_1::1_2_elements_and_atoms_heads_up,"., a, and, for, for sodium, is, of, sodium, the"
"Glucose is a sugar with a molecular formula C 6H12O6. Given that the atomic weights are: C = 12, H = 1 and O = 16, what is the mass of 1 mole of glucose?",1.8 g,18 g,180 g,1800 g,C,,,,,,,,,,,,,Chapter 1 - Chemicals,1.000,Chapter 1 - Chemicals,"1, a, and, are, c, formula, glucose, h, is, o, of, sugar, the, with",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),1.000,chapter_1::1_2_elements_and_atoms_heads_up,"1, a, and, are, c, is, o, of, the"
"Lactose is a sugar with a molecular formula C 12H22O11. Given that the atomic weights are: C = 12, H = 1 and O = 16, what is the weight of 1 mole of lactose?",3.42 g,34.2 g,342 g,3420 g,C,,,,,,,,,,,,,Chapter 1 - Chemicals,1.000,Chapter 1 - Chemicals,"1, a, and, are, c, formula, h, is, lactose, o, of, sugar, the, with",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),1.000,chapter_1::1_2_elements_and_atoms_heads_up,"1, a, and, are, c, is, o, of, the"
Given the concentration of Na+ inside the cell is about 10 mmol/L while it is 140 mmol/L in the extracellular fluid. The values for K+ are 140 mmol/L inside the cell and 4 mmol/L extracellularly. In what directions would these ions diffuse?,Na+ would diffuse into the cell while K+ would diffuse out.,K+ would diffuse into the cell while Na + would diffuse out.,Both Na+ and K+ would diffuse out of the cell.,Both Na+ and K+ would diffuse into of the cell.,A,,,,,,,,,,,,,Chapter 1 - Chemicals,1.000,Chapter 1 - Chemicals,"and, are, cell, for, in, in the, ion, is, of, the",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),1.000,chapter_1::1_2_elements_and_atoms_heads_up,"and, are, cell, for, in, is, of, the"
"Acidity is stated as a pH value. If the pH of urine sample “A” is 6 and the pH of urine sample “B” is 7, then which of the following is true?",the most acidic sample is sample,B. sample A has 10 times the hydroxide ion concentration of sample B.,the B sample has 10 times the hydrogen ion concentration of sample A.,sample A has 10 times the hydrogen ion concentration of sample B.,D,,,,,,,,,,,,,Chapter 1 - Chemicals,1.000,Chapter 1 - Chemicals,"a, and, is, of, ph, the",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),1.000,chapter_1::1_2_elements_and_atoms_heads_up,"a, and, is, of, the"
Blood in the body is different to a buffered solution held in a beaker. This is because hydronium (hydrogen) ions can be removed from solution in blood almost immediately by:,filtration in the kidney from where it is eliminated from the body in urine.,combining with hydroxide ions to form water which is eliminated as urine.,combining with bicarbonate to form carbonic acid which disassociates to water and carbon dioxide which is breathed out.,reacting with mono-hydrogen phosphate to form di-hydrogen phosphate.,C,,,,,,,,,,,,,Chapter 1 - Chemicals,1.000,Chapter 1 - Chemicals,"a, bodi, by, different, from, hydrogen, in, in the, in the bodi, ion, is, solution, the, the bodi, to",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),1.000,chapter_1::1_2_elements_and_atoms_heads_up,"a, bodi, by, in, is, the"
What are the four most common elements found in proteins?4.6 Organic Chemistry and Macromolecules 98,"C, H, N, Ca","C, O, N, Fe","C, H, N, O","N, C, H, Na",C,,,,,,,,,,,,,Chapter 1 - Chemicals,1.000,Chapter 1 - Chemicals,"and, are, are the, common, common element, element, found, found in, in, most, most common, most common element, organic, protein, the",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),1.000,chapter_1::1_2_elements_and_atoms_heads_up,"and, are, are the, common, common element, element, found, found in, in, most, most common, most common element, the"
Only one of the following patterns of bond is ever displayed by carbon atoms in organic compounds. (each line represents a bond) Which is it?,| ─ C ≡,ǁ ─ C ─ |,| ─ C ═,─ C ≡ |,C,,,,,,,,,,,,,Chapter 1 - Chemicals,1.000,Chapter 1 - Chemicals,"a, atom, by, carbon, carbon atom, compounds., each, in, is, of, organic, represent, the",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),1.000,chapter_1::1_2_elements_and_atoms_heads_up,"a, atom, by, carbon, each, in, is, of, represent, the"
What is the most common protein in the epidermis?,elastin,keratin,melanin,cholesterol,B,,,,,,,,,,,,,Chapter 1 - Chemicals,0.999,Chapter 1 - Chemicals,"common, in, in the, is, most, most common, protein, protein in, protein in the, the, the most, the most common",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),1.000,chapter_1::1_2_elements_and_atoms_heads_up,"common, in, is, most, most common, the, the most, the most common"
What are the cells that are found in the lacunae of compact bone called?,osteocytes.,osteons.,osteoblasts.,osteoclasts.,A,,,,,,,,,,,,,Chapter 1 - Chemicals,0.999,Chapter 1 - Chemicals,"are, are the, call, cell, found, found in, in, in the, of, the",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),1.000,chapter_1::1_2_elements_and_atoms_heads_up,"are, are the, cell, found, found in, in, of, the"
The lowest pH is found in which of the listed body sites?,pancreas,stomach,duodenum,blood,B,,,,,,,,,,,,,Chapter 1 - Chemicals,0.999,Chapter 1 - Chemicals,"bodi, found, found in, in, is, list, of, ph, the",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),1.000,chapter_1::1_2_elements_and_atoms_heads_up,"bodi, found, found in, in, is, list, of, the"
Four sections of the vasculature of the kidney tubule are listed below. Which one lists them in correct order of blood ﬂ ow from left to right?,"efferent arteriole, glomerulus, afferent arteriole, peritubular capillaries.","afferent arteriole, glomerulus, efferent arteriole, peritubular capillaries.","peritubular capillaries, afferent arteriole, glomerulus, efferent arteriole.","glomerulus, afferent arteriole, peritubular capillaries, efferent venule.",B,,,,,,,,,,,,,Chapter 1 - Chemicals,1.000,Chapter 1 - Chemicals; Chapter 16 - Endocrine System,"REGEX:\b(binomial|genus|species|kingdom|phylum|order|family|taxonomy|vertebrate|invertebrate)\b, REGEX:\b(glomerul\w+|tubul\w+|nephron)\b, are, are list, are list below., below., from, in, list, list below., of, the, to",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),1.000,chapter_1::1_2_elements_and_atoms_heads_up; chapter_2::2_6_the_classification_of_vertebrates_heads_up,"REGEX:\b(binomial|genus|species|kingdom|phylum|order|family|taxonomy|vertebrate|invertebrate)\b, REGEX:\b(glomerul\w+|tubul\w+|nephron)\b, are, are list, are list below., below., in, list, list below., of, the"
Filtrate passes through each of the structures of the renal tubule listed below. Which list has the structures in the correct order?,"proximal convoluted tubule, descending limb, ascending limb, distal con- voluted tubule, collecting duct.","Bowman’s capsule, proximal convoluted tubule, ascending limb, distal convoluted tubule, descending limb.","collecting duct, proximal convoluted tubule, descending limb, ascending limb, distal convoluted tubule.","proximal convoluted tubule, distal convoluted tubule, descending limb, ascending limb, collecting duct.",A,,,,,,,,,,,,,Chapter 1 - Chemicals,1.000,Chapter 1 - Chemicals,"REGEX:\b(binomial|genus|species|kingdom|phylum|order|family|taxonomy|vertebrate|invertebrate)\b, REGEX:\b(glomerul\w+|tubul\w+|nephron)\b, below., each, in, in the, list, list below., of, structure, structure of, the",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),1.000,chapter_1::1_2_elements_and_atoms_heads_up; chapter_2::2_6_the_classification_of_vertebrates_heads_up,"REGEX:\b(binomial|genus|species|kingdom|phylum|order|family|taxonomy|vertebrate|invertebrate)\b, REGEX:\b(glomerul\w+|tubul\w+|nephron)\b, below., each, in, list, list below., of, the"
The density of water is 1.00 g/ml and it has a speciﬁ c gravity of 1.000. Which of the following is most likely to be the speciﬁ c gravity of a urine sample?,1,1.015,0.98,1.020 g/ml,B,,,,,,,,,,,,,Chapter 1 - Chemicals,1.000,Chapter 1 - Chemicals,"a, and, c, is, most, of, the, to, water",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),1.000,chapter_1::1_2_elements_and_atoms_heads_up; chapter_2::2_5_the_animal_kingdom_heads_up,"a, and, c, is, most, of, the"
Which blood cells are involved in protecting the body from pathogens and for - eign cells?,erythrocytes,leucocytes,platelets,haemoglobin,B,,,,,,,,,,,,,Chapter 1 - Chemicals,0.999,Chapter 1 - Chemicals,"-, and, are, bodi, cell, cell are, for, from, in, the, the bodi",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),1.000,chapter_1::1_2_elements_and_atoms_heads_up,"-, and, are, bodi, cell, cell are, for, in, the"
Which cell in the list below is the MOST common white blood cell?,basophils,lymphocytes,monocytes,neutrophils,D,,,,,,,,,,,,,Chapter 1 - Chemicals,1.000,Chapter 1 - Chemicals,"cell, common, in, in the, is, list, most, most common, the, the most, the most common, white",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),1.000,chapter_1::1_2_elements_and_atoms_heads_up,"cell, common, in, is, list, most, most common, the, the most, the most common"
"Given that pressure is force divided by area, and that the acceleration due to gravity is 10 m/s2, what is the pressure (in kPa) that would be experienced by the bony prominences?",1 kPa,10 kPa,100 kPa,60 kPa,B,,,,,,,,,,,,,Chapter 1 - Chemicals,0.999,Chapter 1 - Chemicals,"and, by, divid, in, is, the, to",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),1.000,chapter_1::1_2_elements_and_atoms_heads_up; chapter_2::2_5_the_animal_kingdom_heads_up,"and, by, in, is, the"
"Boyle’s law states: ‘when the volume (V) of a fixed amount of gas decreases, its pressure (P) will increase, and vice versa (provided that the temperature (T) doesn’t change)’. In symbols, this law is:",P ∝ V,P ∝ T,P ∝ 1 ÷ V,P ∝ V × T,C,,,,,,,,,,,,,Chapter 1 - Chemicals,0.999,Chapter 1 - Chemicals,"., a, and, fix, in, is, of, p, s, symbol, the, when",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),1.000,chapter_1::1_2_elements_and_atoms_heads_up,"., a, and, in, is, of, symbol, the"
